id,asn_dn,brand,country,delivered_to_client_date,delivery_recorded_date,dosage,dosage_form,first_line_designation,freight_cost,fulfill_via,item_description,line_item_insurance,line_item_quantity,line_item_value,managed_by,manufacturing_site,molecule_test_type,pack_price,po_sent_to_vendor_date,po_so,pq,pq_first_sent_to_client_date,product_group,project_code,scheduled_delivery_date,shipment_mode,sub_classification,unit_of_measure,unit_price,vendor,vendor_inco_term,weight
10981,DN-817,Generic,Mozambique,07-Aug-08,07-Aug-08,150/200/30mg,Tablet - FDC,Yes,9161.95,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",448.99,38975,280620.0,PMO - US,"Strides, Bangalore, India.",Lamivudine/Nevirapine/Stavudine,7.2,N/A - From RDC,SO-1882,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,07-Aug-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,13123
11586,DN-953,Generic,Namibia,30-Oct-08,30-Oct-08,60/100/12mg,Chewable/dispersible tablet - FDC,No,See DN-953 (ID#:11585),From RDC,"Lamivudine/Nevirapine/Stavudine 60/100/12mg, dispersible tablets, 60 Tabs",32.03,3600,16344.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,4.54,N/A - From RDC,SO-15510,Pre-PQ Process,Pre-PQ Process,ARV,119-NA-T01,30-Oct-08,Truck,Pediatric,60,0.08,SCMS from RDC,N/A - From RDC,See DN-953 (ID#:11585)
11010,DN-1152,Generic,CÃte dIvoire,30-Apr-09,30-Apr-09,150/300mg,Tablet - FDC,Yes,9021.82,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",403.9,23524,206070.24,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,8.76,N/A - From RDC,SO-21880,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,30-Apr-09,Air,Adult,60,0.15,SCMS from RDC,N/A - From RDC,3155
10889,DN-381,Generic,Uganda,05-Nov-07,05-Nov-07,600mg,Tablet,Yes,1157.58,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",34.12,1717,21325.14,PMO - US,"Aurobindo Unit III, India",Efavirenz,12.42,N/A - From RDC,SO-1123,Pre-PQ Process,Pre-PQ Process,ARV,114-UG-T01,05-Nov-07,Air,Adult,30,0.41,SCMS from RDC,N/A - From RDC,151
10637,DN-459,Generic,Ethiopia,26-Nov-07,26-Nov-07,1mg/ml,Oral solution,Yes,8004,From RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",16.34,7294,10211.6,PMO - US,"Aurobindo Unit III, India",Stavudine,1.4,N/A - From RDC,SO-1342,Pre-PQ Process,Pre-PQ Process,ARV,117-ET-T01,26-Nov-07,Air,Pediatric,200,0.01,SCMS from RDC,N/A - From RDC,753
12597,DN-1309,Generic,Haiti,24-Jun-09,24-Jun-09,150/300mg,Tablet - FDC,Yes,26714.63,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",443.39,25824,226218.24,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,8.76,N/A - From RDC,SO-30170,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,24-Jun-09,Air,Adult,60,0.15,SCMS from RDC,N/A - From RDC,2359
11239,DN-800,Aluvia,Nigeria,19-Jun-08,19-Jun-08,200/50mg,Tablet,No,See DN-800 (ID#:10953),From RDC,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",5.52,84,3452.4,PMO - US,ABBVIE Ludwigshafen Germany,Lopinavir/Ritonavir,41.1,N/A - From RDC,SO-2726,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,19-Jun-08,Air,Adult,120,0.34,SCMS from RDC,N/A - From RDC,See DN-800 (ID#:10953)
11005,DN-1100,Stocrin/Sustiva,Haiti,03-Mar-09,03-Mar-09,30mg/ml,Oral solution,Yes,23866.2,From RDC,"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",10.8,325,5512.0,PMO - US,"MSD, Haarlem, NL",Efavirenz,16.96,N/A - From RDC,SO-23750,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,03-Mar-09,Air,Pediatric,180,0.09,SCMS from RDC,N/A - From RDC,2085
3,ASN-85,Generic,Vietnam,14-Nov-06,14-Nov-06,10mg/ml,Oral suspension,Yes,4521.5,Direct Drop,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",MIssing,1000,6200.0,PMO - US,"Aurobindo Unit III, India",Nevirapine,6.2,Date Not Captured,SCMS-13,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,14-Nov-06,Air,Pediatric,240,0.03,Aurobindo Pharma Limited,EXW,358
2562,ASN-4046,Genie,CÃte dIvoire,09-Jun-09,09-Jun-09,MIssing,Test kit,Yes,4318.21,Direct Drop,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",30.18,140,15400.0,PMO - US,Bio-Rad Laboratories,"HIV, Genie II HIV-1/HIV-2 Kit",110.0,4/29/09,SCMS-45110,Pre-PQ Process,Pre-PQ Process,HRDT,104-CI-T01,09-Jun-09,Air,HIV test,40,2.75,BIO-RAD LABORATORIES (FRANCE),EXW,158
12396,DN-304,Generic,Mozambique,21-Sep-07,21-Sep-07,10mg/ml,Oral solution,No,See DN-304 (ID#:10589),From RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",13.81,2185,8630.75,PMO - US,"Aurobindo Unit III, India",Zidovudine,3.95,N/A - From RDC,SO-298,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,21-Sep-07,Air,Pediatric,240,0.02,SCMS from RDC,N/A - From RDC,See DN-304 (ID#:10589)
10892,DN-399,Trizivir,Mozambique,22-Nov-07,22-Nov-07,300/150/300mg,Tablet - FDC,Yes,549.44,From RDC,"Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",91.95,821,57470.0,PMO - US,GSK Ware (UK),Abacavir/Lamivudine/Zidovudine,70.0,N/A - From RDC,SO-821,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,22-Nov-07,Air,Adult,60,1.17,SCMS from RDC,N/A - From RDC,186
12192,DN-718,Generic,Nigeria,21-Apr-08,21-Apr-08,1mg/ml,Oral solution,No,See DN-718 (ID#:10968),From RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",0.12,55,77.0,PMO - US,"Aurobindo Unit III, India",Stavudine,1.4,N/A - From RDC,SO-2350,Pre-PQ Process,Pre-PQ Process,ARV,112-NG-T01,21-Apr-08,Air,Pediatric,200,0.01,SCMS from RDC,N/A - From RDC,See DN-718 (ID#:10968)
11959,DN-933,Generic,Mozambique,14-Nov-08,14-Nov-08,600mg,Tablet,No,See DN-933 (ID#:10755),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",88,5000,55000.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.0,N/A - From RDC,SO-15090,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,14-Nov-08,Air,Adult,30,0.37,SCMS from RDC,N/A - From RDC,See DN-933 (ID#:10755)
12407,DN-367,Generic,Zambia,28-Sep-07,28-Sep-07,150/200/30mg,Tablet - FDC,Yes,7927.55,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",200.97,16974,125607.6,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-1077,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,28-Sep-07,MIssing,Adult,60,0.12,SCMS from RDC,N/A - From RDC,1732
12151,DN-614,Generic,Haiti,21-Feb-08,21-Feb-08,1mg/ml,Oral solution,No,See DN-614 (ID#:11219),From RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",0.67,300,420.0,PMO - US,"Aurobindo Unit III, India",Stavudine,1.4,N/A - From RDC,SO-1287,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,04-Mar-08,Air,Pediatric,200,0.01,SCMS from RDC,N/A - From RDC,See DN-614 (ID#:11219)
12796,DN-779,Generic,Zambia,19-Jun-08,19-Jun-08,150/30mg,Tablet - FDC,Yes,30610.2,From RDC,"Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",259.83,81198,162396.0,PMO - US,"Cipla, Goa, India",Lamivudine/Stavudine,2.0,N/A - From RDC,SO-2545,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,19-Jun-08,Air,Adult,30,0.07,SCMS from RDC,N/A - From RDC,4678
4470,ASN-2099,Determine,Haiti,06-Aug-08,06-Aug-08,MIssing,Test kit,Yes,3684.28,Direct Drop,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",230.61,2059,144130.0,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",70.0,5/20/08,SCMS-23820,Pre-PQ Process,Pre-PQ Process,HRDT,106-HT-T01,06-Aug-08,Air,HIV test,100,0.7,"Orgenics, Ltd",EXW,470
9676,ASN-1793,Generic,Vietnam,02-Jun-08,02-Jun-08,300mg,Tablet,Yes,2867.81,Direct Drop,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",44.06,2016,27538.56,PMO - US,Mylan (formerly Matrix) Nashik,Tenofovir Disoproxil Fumarate,13.66,04-10-08,SCMS-20541,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,18-Jul-08,Air,Adult,30,0.46,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,122
11213,DN-500,Determine,Rwanda,05-Dec-07,05-Dec-07,MIssing,Test kit,Yes,3187.18,From RDC,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",46.65,405,29155.95,PMO - US,Inverness Japan,"HIV 1/2, Determine HIV Kit, without Lancets",71.99,N/A - From RDC,SO-1448,Pre-PQ Process,Pre-PQ Process,HRDT,107-RW-T01,05-Dec-07,Air,HIV test,100,0.72,SCMS from RDC,N/A - From RDC,130
4460,ASN-2336,Generic,Vietnam,19-Sep-08,19-Sep-08,600mg,Tablet,No,See ASN-2336 (ID#:530),Direct Drop,"Efavirenz 600mg, tablets, 30 Tabs",165.15,10080,103219.2,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,10.24,5/14/08,SCMS-23450,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,19-Sep-08,Air,Adult,30,0.34,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,See ASN-2336 (ID#:530)
6931,ASN-1697,Ziagen,Tanzania,08-May-08,08-May-08,20mg/ml,Oral solution,Yes,Freight Included in Commodity Cost,Direct Drop,"Abacavir 20mg/ml [Ziagen], oral solution, Bottle, 240 ml",5.28,132,3300.0,PMO - US,GSK Mississauga (Canada),Abacavir,25.0,1/24/08,SCMS-16760,Pre-PQ Process,Pre-PQ Process,ARV,109-TZ-T01,08-May-08,Air,Pediatric,240,0.1,GLAXOSMITHKLINE EXPORT LIMITED,CIP,Weight Captured Separately
11527,DN-604,Generic,Zimbabwe,05-Mar-08,05-Mar-08,150/200/30mg,Tablet - FDC,Yes,12894.85,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",29.69,2508,18559.2,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-711,Pre-PQ Process,Pre-PQ Process,ARV,100-ZW-T01,05-Mar-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,4303
11664,DN-1336,Generic,Mozambique,03-Sep-09,03-Sep-09,30mg,Capsule,Yes,423.89,From RDC,"Stavudine 30mg, capsules, 60 Caps",1.08,370,551.3,PMO - US,"Strides, Bangalore, India.",Stavudine,1.49,N/A - From RDC,SO-32200,Pre-PQ Process,Date Not Captured,ARV,111-MZ-T01,03-Sep-09,Air,Adult,60,0.02,SCMS from RDC,N/A - From RDC,18
12840,DN-907,Crixivan,Ethiopia,16-Sep-08,16-Sep-08,400mg,Capsule,No,See DN-907 (ID#:12839),From RDC,"Indinavir 400mg [Crixivan], capsules, 180 Caps",4,50,2500.0,PMO - US,"MSD, Haarlem, NL",Indinavir,50.0,N/A - From RDC,SO-14230,Pre-PQ Process,Pre-PQ Process,ARV,117-ET-T01,16-Sep-08,Truck,Adult,180,0.28,SCMS from RDC,N/A - From RDC,See DN-907 (ID#:12839)
11284,DN-900,Generic,Zimbabwe,12-Sep-08,12-Sep-08,600mg,Tablet,Yes,30585.17,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",76.86,4000,48040.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,12.01,N/A - From RDC,SO-2503,Pre-PQ Process,Pre-PQ Process,ARV,113-ZW-T01,12-Sep-08,Truck,Adult,30,0.4,SCMS from RDC,N/A - From RDC,8481
8996,ASN-3753,Generic,Haiti,15-Apr-09,15-Apr-09,100/25mg,Tablet,Yes,810.36,Direct Drop,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",0.28,14,143.92,PMO - US,ABBVIE Ludwigshafen Germany,Lopinavir/Ritonavir,10.28,03-04-09,SCMS-39940,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,15-Apr-09,Air,Pediatric,60,0.17,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),FCA,7
11044,DN-1231,Generic,Mozambique,28-Jun-09,28-Jun-09,150mg,Tablet,Yes,3599.76,From RDC,"Lamivudine 150mg, tablets, 60 Tabs",10.07,2106,5138.64,PMO - US,"Aurobindo Unit III, India",Lamivudine,2.44,N/A - From RDC,SO-30440,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,28-Jun-09,Truck,Adult,60,0.04,SCMS from RDC,N/A - From RDC,3545
12877,DN-1172,Generic,Nigeria,30-Apr-09,30-Apr-09,200mg,Tablet,Yes,1547.94,From RDC,"Nevirapine 200mg, tablets, 60 Tabs",1.56,248,793.6,PMO - US,"Aurobindo Unit III, India",Nevirapine,3.2,N/A - From RDC,SO-22831,Pre-PQ Process,Pre-PQ Process,ARV,123-NG-T01,30-Apr-09,Air,Adult,60,0.05,SCMS from RDC,N/A - From RDC,24
13817,ASN-26119,Generic,Zimbabwe,14-Jun-14,16-Jun-14,300/300mg,Tablet - FDC,Yes,25730.13,Direct Drop,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",156.17,32670,151915.5,PMO - US,"Aurobindo Unit VII, IN",Lamivudine/Tenofovir Disoproxil Fumarate,4.65,05-08-14,SCMS-234720,FPQ-13939,04-01-14,ARV,113-ZW-T30,14-Jun-14,Air,Adult,30,0.16,Aurobindo Pharma Limited,EXW,3076
11554,DN-707,Generic,Mozambique,22-May-08,22-May-08,150/200/30mg,Tablet - FDC,Yes,6260.71,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",461.76,39000,288600.0,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-1876,Pre-PQ Process,Pre-PQ Process,ARV,111-MZ-T01,22-May-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,7719
11962,DN-1171,Generic,CÃte dIvoire,12-May-09,12-May-09,20mg/ml,Oral solution,Yes,1328.03,From RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",10.35,352,5280.0,PMO - US,"Aurobindo Unit III, India",Abacavir,15.0,N/A - From RDC,SO-21882,Pre-PQ Process,Pre-PQ Process,ARV,104-CI-T01,12-May-09,Air,Pediatric,240,0.06,SCMS from RDC,N/A - From RDC,125
13277,ASN-5008,Generic,Vietnam,26-Oct-09,26-Oct-09,300mg,Tablet,Yes,791.43,Direct Drop,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",27.17,1680,13860.0,PMO - US,Mylan (formerly Matrix) Nashik,Tenofovir Disoproxil Fumarate,8.25,8/14/09,SCMS-51780,FPQ-4098,08-12-09,ARV,108-VN-T30,26-Oct-09,Air,Adult,30,0.28,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),EXW,110
1719,ASN-1668,Generic,CÃte dIvoire,09-May-08,09-May-08,MIssing,Test kit - Ancillary,Yes,Freight Included in Commodity Cost,Direct Drop,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0,250,2.5,PMO - US,Inverness Japan,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",0.01,04-07-08,SCMS-21270,Pre-PQ Process,Pre-PQ Process,HRDT,104-CI-T01,09-May-08,Air,HIV test - Ancillary,100,0.0,"Orgenics, Ltd",EXW,17
12776,DN-709,Generic,Zimbabwe,21-Apr-08,21-Apr-08,600mg,Tablet,No,See DN-709 (ID#:10945),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",36.96,1860,23101.2,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,12.42,N/A - From RDC,SO-714,Pre-PQ Process,Pre-PQ Process,ARV,100-ZW-T01,21-Apr-08,Air,Adult,30,0.41,SCMS from RDC,N/A - From RDC,See DN-709 (ID#:10945)
10887,DN-395,Generic,Zambia,02-Nov-07,02-Nov-07,20mg/ml,Oral solution,Yes,3478,From RDC,"Abacavir 20mg/ml, oral solution, Bottle, 240 ml",35.4,1341,22126.5,PMO - US,"Aurobindo Unit III, India",Abacavir,16.5,N/A - From RDC,SO-753,Pre-PQ Process,Pre-PQ Process,ARV,110-ZM-T01,02-Nov-07,MIssing,Pediatric,240,0.07,SCMS from RDC,N/A - From RDC,395
3008,ASN-2359,Stat-Pak,Nigeria,19-Sep-08,19-Sep-08,MIssing,Test kit,Yes,20635.3,Direct Drop,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",390.87,9048,244296.0,PMO - US,Chembio Diagnostics Sys. Inc.,"HIV 1/2, Stat-Pak HIV, Kit",27.0,1/29/08,SCMS-16890,Pre-PQ Process,Pre-PQ Process,HRDT,102-NG-T01,19-Sep-08,Air,HIV test,20,1.35,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",EXW,2985
985,ASN-3751,Kaletra,Tanzania,28-May-09,28-May-09,80/20mg/ml,Oral solution,Yes,6668.61,Direct Drop,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",42.21,524,21536.4,PMO - US,ABBVIE (Abbott) Logis. UK,Lopinavir/Ritonavir,41.1,02-05-09,SCMS-38370,Pre-PQ Process,Pre-PQ Process,ARV,109-TZ-T01,28-May-09,Air,Pediatric,300,0.14,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),FCA,644
10767,DN-1237,Generic,Swaziland,20-May-09,20-May-09,600mg,Tablet,Yes,2393.34,From RDC,"Efavirenz 600mg, tablets, 30 Tabs",31.48,2345,16063.25,PMO - US,Mylan (formerly Matrix) Nashik,Efavirenz,6.85,N/A - From RDC,SO-30800,Pre-PQ Process,Pre-PQ Process,ARV,100-SZ-T01,20-May-09,Air,Adult,30,0.23,SCMS from RDC,N/A - From RDC,239
12486,DN-791,Generic,Tanzania,16-Sep-08,16-Sep-08,150/200/30mg,Tablet - FDC,Yes,80239.66,From RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",1838.98,155319,1149360.6,PMO - US,"Cipla, Goa, India",Lamivudine/Nevirapine/Stavudine,7.4,N/A - From RDC,SO-2559,Pre-PQ Process,Pre-PQ Process,ARV,109-TZ-T01,16-Sep-08,Air,Adult,60,0.12,SCMS from RDC,N/A - From RDC,28334
1283,ASN-273,Generic,Vietnam,14-Mar-07,14-Mar-07,30mg,Capsule,Yes,42453.21,Direct Drop,"Stavudine 30mg, capsules, 60 Caps",MIssing,95500,144205.0,PMO - US,"Strides, Bangalore, India.",Stavudine,1.51,11/15/06,SCMS-170,Pre-PQ Process,Pre-PQ Process,ARV,108-VN-T01,14-Mar-07,Air,Adult,60,0.03,STRIDES ARCOLAB LIMITED,EXW,9170
12549,DN-944,Generic,Haiti,04-Nov-08,04-Nov-08,600mg,Tablet,No,See DN-944 (ID#:11012),From RDC,"Efavirenz 600mg, tablets, 30 Tabs",530.35,24599,270589.0,PMO - US,"Aurobindo Unit III, India",Efavirenz,11.0,N/A - From RDC,SO-15930,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,04-Nov-08,Air,Adult,30,0.37,SCMS from RDC,N/A - From RDC,See DN-944 (ID#:11012)
12820,DN-860,Generic,Haiti,11-Aug-08,11-Aug-08,1mg/ml,Oral solution,Yes,3022.74,From RDC,"Stavudine 1mg/ml, powder for oral solution, 200 ml",3.36,1500,2100.0,PMO - US,"Aurobindo Unit III, India",Stavudine,1.4,N/A - From RDC,SO-12140,Pre-PQ Process,Pre-PQ Process,ARV,106-HT-T01,11-Aug-08,Air,Pediatric,200,0.01,SCMS from RDC,N/A - From RDC,235
11663,DN-1332,Generic,Mozambique,27-Aug-09,27-Aug-09,150/300mg,Tablet - FDC,Yes,2400.25,From RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",42.65,2484,21759.84,PMO - US,"Aurobindo Unit III, India",Lamivudine/Zidovudine,8.76,N/A - From RDC,SO-26423,Pre-PQ Process,Date Not Captured,ARV,111-MZ-T01,27-Aug-09,Truck,Adult,60,0.15,SCMS from RDC,N/A - From RDC,2078
11769,DN-358,Determine,Namibia,21-Sep-07,21-Sep-07,MIssing,Test kit,Yes,541.42,From RDC,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",21.76,170,13600.0,PMO - US,ABBVIE GmbH & Co.KG Wiesbaden,"HIV 1/2, Determine Complete HIV Kit",80.0,N/A - From RDC,SO-1007,Pre-PQ Process,Pre-PQ Process,HRDT,119-NA-T01,21-Sep-07,Air,HIV test,100,0.8,SCMS from RDC,N/A - From RDC,39
5509,ASN-1251,Kaletra,South Africa,29-Jan-08,29-Jan-08,133.3/33.3mg,Capsule,No,Freight Included in Commodity Cost,Direct Drop,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",30.89,400,19304.0,PMO - US,ABBVIE (Abbott) Logis. UK,Lopinavir/Ritonavir,48.26,11-12-07,SCMS-14050,Pre-PQ Process,Pre-PQ Process,ARV,116-ZA-T01,29-Jan-08,MIssing,Adult,180,0.27,"JSI R&T INSTITUTE, INC.",DDP,Weight Captured Separately
